I 0.820234 0.703958 0.594897 0.701637 0.337347 0.361918 0.350119 0.464308 0.298046 0.771591 0.531901 0.657457 0.423184 0.541919 0.939841 0.361142 0.405266
I 0.069000 0.301181 0.425140 0.533499 0.836848 0.344143 0.604821 0.370630 0.604549 0.031596 0.509691 0.269811 0.304096 0.476297 0.700404 0.471883 0.397846
I 0.200549 0.867687 0.224916 0.580822 0.099696 0.541535 0.190190 0.713542 0.148454 1.017912 0.187575 0.537923 0.662988 0.359062 0.670508 0.181730 0.400586
I 0.003909 0.366249 0.168745 0.601757 0.847259 0.300545 0.614363 0.447993 0.596414 0.047582 0.317893 0.122378 0.256694 0.542395 0.939127 0.110774 0.384824
I 0.943061 0.128691 0.531942 0.555415 0.410515 0.561435 0.541917 0.524227 0.366501 0.211397 0.231662 0.325111 0.564840 0.756074 -0.028420 0.467936 0.474443
I 0.573372 0.677977 0.127298 0.178229 0.418140 0.483625 0.346428 0.335227 0.537980 0.688011 0.579125 0.118939 0.342757 0.568060 0.610708 0.280149 0.627136
I 0.203865 0.880603 0.215037 0.590063 0.098636 0.541380 0.181651 0.722019 0.136721 1.025303 0.176946 0.535731 0.666507 0.348717 0.688605 0.175098 0.392390
I 0.677835 0.378037 0.804819 0.793170 0.331440 0.381692 0.494719 0.539051 0.329850 0.506235 0.393057 0.818010 0.569839 0.629309 0.510142 0.471185 0.377293
I 0.192818 0.834357 0.249929 0.559851 0.107800 0.541012 0.212395 0.692162 0.177734 0.993639 0.214209 0.541921 0.652706 0.381487 0.628964 0.201031 0.418493
I 0.481575 0.678018 0.123486 0.037803 0.159102 0.424106 0.322005 0.198288 0.623104 0.949675 0.688125 0.093258 0.330620 1.016949 0.533770 0.055762 0.837772
I 0.528967 0.766463 0.014654 0.040176 0.264580 0.452992 0.280011 0.232705 0.579188 0.908068 0.657375 -0.001062 0.299865 0.824521 0.657160 0.096550 0.771668
I 0.962510 0.100224 0.565012 0.650246 0.368081 0.580866 0.524139 0.547721 0.267013 0.215083 0.173285 0.296618 0.570499 0.850874 -0.043210 0.440587 0.448740
I 0.832725 0.671906 0.550856 0.635600 0.376296 0.385805 0.371297 0.461099 0.342803 0.713596 0.531369 0.607988 0.423200 0.501032 0.859040 0.386527 0.419271
I 0.342705 0.577692 0.414270 0.615106 0.524695 0.484305 0.397743 0.590970 0.320865 0.458497 0.335893 0.488203 0.511507 0.237621 0.644497 0.493745 0.321616
I 0.581296 0.647958 0.168960 0.215240 0.438428 0.485880 0.365455 0.356661 0.530024 0.644412 0.562155 0.161706 0.358265 0.533575 0.588677 0.316167 0.599652
I 0.397824 0.444676 0.451688 0.350084 0.382157 0.452348 0.477428 0.381412 0.548858 0.549554 0.548402 0.422276 0.439297 0.656805 0.388611 0.390313 0.583622
I 0.221803 0.933661 0.173040 0.640456 0.116867 0.537374 0.147317 0.759500 0.083881 1.033723 0.129628 0.520596 0.676254 0.286945 0.783881 0.158010 0.344666
I 0.595732 0.587856 0.257527 0.290650 0.464503 0.485850 0.401640 0.395632 0.513525 0.570672 0.530286 0.252389 0.391126 0.487150 0.544606 0.377351 0.551384
I 0.178311 0.761888 0.302026 0.524154 0.144298 0.536175 0.261266 0.647008 0.238254 0.922649 0.269474 0.544040 0.625851 0.416377 0.557473 0.249689 0.446370
I 0.680432 0.380110 0.816332 0.806881 0.322692 0.376781 0.492373 0.540295 0.321979 0.515145 0.391639 0.830328 0.572069 0.639885 0.520237 0.466835 0.374855
I 0.692742 0.398226 0.861779 0.866158 0.282148 0.354038 0.477208 0.543427 0.284894 0.563336 0.388303 0.879845 0.578105 0.688074 0.577071 0.442719 0.365396
I 0.510108 0.752043 0.033454 0.020888 0.205415 0.438381 0.282604 0.207168 0.597752 0.956559 0.677546 0.012912 0.304608 0.926687 0.625841 0.054186 0.814103
I 0.356885 0.519419 0.447026 0.554554 0.511104 0.477397 0.435199 0.537373 0.387692 0.445062 0.394610 0.483998 0.490907 0.328502 0.560889 0.495154 0.380299
I 0.609834 0.527373 0.355529 0.372595 0.474427 0.480028 0.435743 0.431951 0.493732 0.511247 0.499099 0.352698 0.427105 0.464858 0.502725 0.427599 0.508044
I 0.507857 0.748268 0.038131 0.020215 0.199572 0.436839 0.284257 0.205103 0.599966 0.959656 0.679298 0.016920 0.305945 0.937116 0.620210 0.051309 0.817904
I 0.118843 0.438160 0.475829 0.469333 0.514304 0.454419 0.488388 0.449434 0.489293 0.407656 0.482976 0.449268 0.446313 0.467761 0.479036 0.484679 0.461823
I 0.377143 0.462864 0.467657 0.456292 0.460270 0.465800 0.469542 0.458841 0.475791 0.472481 0.475319 0.464089 0.464443 0.484616 0.457596 0.461704 0.477936
I 0.534833 0.764369 0.016766 0.051115 0.285531 0.457845 0.283344 0.243365 0.573570 0.885652 0.649256 0.002281 0.301014 0.789191 0.660567 0.115608 0.755224
I 0.602596 0.558266 0.304149 0.329649 0.471341 0.483761 0.418616 0.413639 0.504424 0.539832 0.515027 0.300098 0.408311 0.473345 0.523626 0.403236 0.529724
I 0.050765 0.297510 0.359988 0.563422 0.894516 0.313617 0.620779 0.375012 0.617188 -0.025899 0.473217 0.207072 0.273391 0.489303 0.798793 0.394272 0.379908
I 0.519245 0.762978 0.019634 0.027190 0.232089 0.445157 0.278806 0.217769 0.588708 0.937902 0.668960 0.001603 0.300791 0.880032 0.644735 0.070809 0.795755
I 0.923696 0.195729 0.498567 0.483367 0.447619 0.539548 0.541716 0.503157 0.440364 0.244295 0.301470 0.357955 0.546064 0.651177 0.051089 0.486422 0.487145
I 0.232424 0.950082 0.159035 0.668655 0.144812 0.533174 0.137466 0.774226 0.062601 1.014582 0.111034 0.510511 0.674920 0.247788 0.833530 0.163363 0.315650
I 0.073908 0.306250 0.439280 0.525170 0.814331 0.354005 0.598182 0.372516 0.598568 0.055680 0.515582 0.288073 0.314693 0.473952 0.673106 0.486597 0.403953
I 0.967865 0.099631 0.572975 0.678128 0.356717 0.585853 0.516539 0.554384 0.237158 0.222061 0.160422 0.289640 0.569662 0.872535 -0.036124 0.432414 0.439667
I 0.804610 0.720578 0.657823 0.784009 0.287741 0.334798 0.332909 0.471398 0.246436 0.825161 0.522267 0.721666 0.432536 0.603138 1.006005 0.334251 0.389535
I 0.723140 0.490845 0.905187 0.960973 0.204443 0.308619 0.420061 0.534578 0.205851 0.702780 0.403749 0.935364 0.561966 0.771092 0.760235 0.373167 0.354580
I 0.581086 0.648787 0.167788 0.214219 0.437942 0.485840 0.364940 0.356092 0.530243 0.645546 0.562610 0.160505 0.357830 0.534411 0.589289 0.315229 0.600373
I 0.724023 0.494245 0.904984 0.962444 0.202939 0.307655 0.418199 0.534044 0.204051 0.706791 0.404662 0.935558 0.560912 0.772370 0.765931 0.371235 0.354492
I 0.226707 0.942711 0.165478 0.653758 0.128347 0.535559 0.141748 0.767032 0.073041 1.027003 0.120100 0.515949 0.676265 0.268949 0.807726 0.159058 0.331203
I 0.306984 0.757275 0.294208 0.718976 0.468231 0.498848 0.277271 0.707281 0.161076 0.601590 0.198600 0.482080 0.571843 0.107485 0.839077 0.408733 0.230303
I 0.000130 0.374263 0.156426 0.601147 0.832956 0.304108 0.611939 0.455801 0.592551 0.064451 0.305049 0.122031 0.258704 0.546570 0.939518 0.089217 0.388542
I 0.715183 0.461537 0.903373 0.944260 0.220213 0.318357 0.436631 0.538797 0.223624 0.665901 0.396621 0.930082 0.570120 0.756308 0.709075 0.391182 0.355901
I 0.541164 0.758569 0.023478 0.065509 0.308730 0.463040 0.289066 0.256114 0.567631 0.858244 0.639613 0.010200 0.303776 0.750346 0.660731 0.138721 0.736146
I 0.104353 0.379344 0.483532 0.480871 0.623606 0.422328 0.533129 0.413717 0.535106 0.274090 0.510287 0.401657 0.398745 0.468252 0.524008 0.511371 0.445378
I 0.423109 0.477085 0.382975 0.226035 0.277126 0.436197 0.451473 0.298533 0.607449 0.685498 0.618819 0.340585 0.408007 0.848632 0.368819 0.272642 0.702395
I 0.584404 0.635482 0.186750 0.230645 0.445298 0.486347 0.373163 0.365105 0.526723 0.627758 0.555369 0.179937 0.364881 0.521697 0.579463 0.329939 0.589016
I 0.792073 0.714991 0.711306 0.844932 0.250929 0.316612 0.327783 0.479299 0.212279 0.850036 0.507893 0.772834 0.446873 0.654359 1.028631 0.319027 0.378782
I 0.129698 0.490563 0.458457 0.466618 0.431434 0.476294 0.450133 0.481441 0.449239 0.512869 0.453517 0.479615 0.483027 0.466252 0.461166 0.451645 0.470296
I 0.350959 0.542197 0.434934 0.580902 0.519213 0.480401 0.420708 0.560052 0.360020 0.447357 0.370119 0.486556 0.499275 0.288242 0.595255 0.497082 0.354542
I 0.992946 0.135796 0.598326 0.802757 0.312621 0.606876 0.470609 0.584707 0.099355 0.281875 0.124266 0.263599 0.553884 0.935264 0.051256 0.396689 0.389629
I 0.561719 0.715932 0.076838 0.130142 0.382245 0.477899 0.321132 0.304570 0.548892 0.752909 0.602868 0.066843 0.323947 0.628081 0.637451 0.226490 0.667805
I 0.124312 0.463779 0.468243 0.467279 0.472376 0.465735 0.469553 0.465078 0.469669 0.460436 0.469004 0.465205 0.464788 0.467214 0.468221 0.469240 0.466588
I 0.787022 0.708246 0.732829 0.867224 0.237595 0.310448 0.328013 0.482955 0.200965 0.855150 0.500838 0.792804 0.454094 0.674255 1.030023 0.314901 0.374973
I 0.009222 0.355211 0.187537 0.601587 0.865242 0.296664 0.617444 0.437143 0.601472 0.025938 0.336473 0.124638 0.254586 0.536246 0.935511 0.142510 0.380336
I 0.994154 0.138990 0.598951 0.808084 0.311036 0.607765 0.468136 0.586066 0.093257 0.285637 0.123626 0.262682 0.552720 0.936434 0.057326 0.395228 0.387046
I 0.012870 0.347867 0.201304 0.600779 0.876014 0.294787 0.619309 0.429859 0.604657 0.012647 0.349457 0.127380 0.253655 0.531889 0.930973 0.165040 0.377792
I 0.086268 0.327244 0.466795 0.505004 0.746222 0.380838 0.576752 0.383214 0.578328 0.131190 0.522235 0.334958 0.345354 0.470073 0.606575 0.510604 0.420665
I 0.309890 0.742442 0.304676 0.713614 0.477388 0.497714 0.287434 0.699284 0.172594 0.585237 0.208474 0.482766 0.566595 0.112300 0.826149 0.419053 0.234244
I 0.382734 0.453827 0.467135 0.427765 0.441083 0.462276 0.474451 0.437400 0.497526 0.488988 0.496220 0.455062 0.457552 0.530884 0.434688 0.445666 0.506440
I 0.996413 0.145267 0.599957 0.817786 0.308237 0.609388 0.463487 0.588566 0.082090 0.292825 0.122716 0.261068 0.550469 0.938131 0.069030 0.392592 0.382210
I 0.648174 0.399296 0.633590 0.616226 0.423491 0.435403 0.496956 0.509439 0.414458 0.447470 0.425403 0.638698 0.523150 0.516847 0.448533 0.493637 0.417689
I 0.690405 0.393771 0.854346 0.855691 0.289643 0.358251 0.480564 0.543172 0.291854 0.553531 0.388502 0.871606 0.577539 0.679296 0.565222 0.447670 0.366938
I 0.310540 0.739106 0.307022 0.712336 0.479337 0.497461 0.289714 0.697455 0.175220 0.581670 0.210724 0.482925 0.565426 0.113516 0.823159 0.421298 0.235213
I 0.841946 0.638351 0.523300 0.589426 0.402798 0.403999 0.390175 0.460197 0.375587 0.664186 0.525690 0.573390 0.427470 0.478232 0.785886 0.406052 0.430086
I 0.495856 0.721613 0.070712 0.022474 0.174280 0.429708 0.297564 0.197954 0.611387 0.965705 0.686071 0.045621 0.315374 0.983979 0.584679 0.044553 0.832841
I 0.883944 0.413348 0.463860 0.450763 0.473855 0.482552 0.486769 0.471592 0.479328 0.415395 0.441864 0.443319 0.482081 0.485010 0.377016 0.478189 0.475125
I 0.199586 0.863774 0.227887 0.578161 0.100273 0.541539 0.192785 0.710999 0.151960 1.015423 0.190757 0.538510 0.661866 0.361988 0.665270 0.183847 0.402912
I 0.330195 0.637810 0.376163 0.660363 0.519548 0.489698 0.358089 0.635574 0.261728 0.492394 0.284836 0.487537 0.531374 0.174757 0.718889 0.475890 0.279454
I 0.673953 0.376118 0.786426 0.771992 0.344502 0.389050 0.497620 0.536797 0.341567 0.493883 0.395631 0.798445 0.565900 0.613432 0.496391 0.477100 0.381242
I 0.647723 0.400235 0.630532 0.613347 0.424652 0.436136 0.496629 0.508768 0.415617 0.447277 0.426100 0.635530 0.522182 0.515446 0.448373 0.493518 0.418496
